statement,true,animals,cities,companies,elements,facts,generated,inventions,split
Budapest is a city in Hungary,1,0,1,0,0,0,0,0,train
Palau is a name of a country.,1,0,1,0,0,0,0,0,train
Nuuk is a name of a city.,1,0,1,0,0,0,0,0,train
Singapore is a name of a country.,1,0,1,0,0,0,0,0,train
Latvia is a name of a city.,0,0,1,0,0,0,0,0,train
Quito is a city in Kazakhstan,0,0,1,0,0,0,0,0,train
Antananarivo is a city in Montenegro,0,0,1,0,0,0,0,0,train
Avarua is a city in Syria,0,0,1,0,0,0,0,0,train
St. Peter Port is a city in Guernsey,1,0,1,0,0,0,0,0,train
Budapest is a name of a country.,0,0,1,0,0,0,0,0,train
Episkopi Cantonment is a city in Akrotiri and Dhekelia,1,0,1,0,0,0,0,0,train
Chisinau is a name of a city.,1,0,1,0,0,0,0,0,train
Tarawa is a city in Mexico,0,0,1,0,0,0,0,0,train
Kinshasa is a name of a city.,1,0,1,0,0,0,0,0,train
Namibia is a name of a country.,1,0,1,0,0,0,0,0,train
South Africa is a name of a city.,0,0,1,0,0,0,0,0,train
Ethiopia is a name of a city.,0,0,1,0,0,0,0,0,train
Iceland is a name of a country.,1,0,1,0,0,0,0,0,train
Windhoek is a city in Namibia,1,0,1,0,0,0,0,0,train
Tórshavn is a city in Faroe Islands,1,0,1,0,0,0,0,0,train
Central African Republic is a name of a city.,0,0,1,0,0,0,0,0,train
Sri Lanka is a name of a city.,0,0,1,0,0,0,0,0,train
Flying Fish Cove is a name of a city.,1,0,1,0,0,0,0,0,train
Bolivia is a name of a city.,0,0,1,0,0,0,0,0,train
Northern Cyprus is a name of a city.,0,0,1,0,0,0,0,0,train
San Marino is a city in San Marino,1,0,1,0,0,0,0,0,train
Denmark is a name of a country.,1,0,1,0,0,0,0,0,train
N'Djamena is a name of a city.,1,0,1,0,0,0,0,0,train
France is a name of a country.,1,0,1,0,0,0,0,0,train
Nepal is a name of a city.,0,0,1,0,0,0,0,0,train
Juba is a name of a city.,1,0,1,0,0,0,0,0,train
Christmas Island is a name of a country.,1,0,1,0,0,0,0,0,train
Bujumbura is a name of a city.,1,0,1,0,0,0,0,0,train
Pakistan is a name of a city.,0,0,1,0,0,0,0,0,train
Ottawa is a name of a country.,0,0,1,0,0,0,0,0,train
Jamestown is a city in Saint Helena,1,0,1,0,0,0,0,0,train
Gibraltar is a city in Gibraltar,1,0,1,0,0,0,0,0,train
Santo Domingo is a city in Dominican Republic,1,0,1,0,0,0,0,0,train
Ottawa is a name of a city.,1,0,1,0,0,0,0,0,train
Samoa is a name of a country.,1,0,1,0,0,0,0,0,train
Hanoi is a city in Vietnam,1,0,1,0,0,0,0,0,train
Prague is a city in Czech Republic,1,0,1,0,0,0,0,0,train
Saipan is a name of a country.,0,0,1,0,0,0,0,0,train
Beijing is a name of a country.,0,0,1,0,0,0,0,0,train
Skopje is a name of a city.,1,0,1,0,0,0,0,0,train
Rabat is a city in Macedonia,0,0,1,0,0,0,0,0,train
Abu Dhabi is a name of a city.,1,0,1,0,0,0,0,0,train
Reykjavík is a city in El Salvador,0,0,1,0,0,0,0,0,train
Italy is a name of a city.,0,0,1,0,0,0,0,0,train
Saint Kitts and Nevis is a name of a city.,0,0,1,0,0,0,0,0,train
Norway is a name of a city.,0,0,1,0,0,0,0,0,train
Saint Vincent and the Grenadines is a name of a city.,0,0,1,0,0,0,0,0,train
Armenia is a name of a city.,0,0,1,0,0,0,0,0,train
Vaduz is a city in Nagorno-Karabakh Republic,0,0,1,0,0,0,0,0,train
Libreville is a city in Vietnam,0,0,1,0,0,0,0,0,train
Antananarivo is a city in Madagascar,1,0,1,0,0,0,0,0,train
Tokyo is a name of a country.,0,0,1,0,0,0,0,0,train
Victoria is a city in Seychelles,1,0,1,0,0,0,0,0,train
Melekeok is a city in Palau,1,0,1,0,0,0,0,0,train
Washington D.C. is a city in Saudi Arabia,0,0,1,0,0,0,0,0,train
Kyrgyzstan is a name of a country.,1,0,1,0,0,0,0,0,train
Asunción is a city in Liechtenstein,0,0,1,0,0,0,0,0,train
Episkopi Cantonment is a city in Guatemala,0,0,1,0,0,0,0,0,train
Moscow is a name of a country.,0,0,1,0,0,0,0,0,train
Mauritania is a name of a country.,1,0,1,0,0,0,0,0,train
Sofia is a city in Bulgaria,1,0,1,0,0,0,0,0,train
Kiev is a name of a city.,1,0,1,0,0,0,0,0,train
Grenada is a name of a city.,0,0,1,0,0,0,0,0,train
Philippines is a name of a city.,0,0,1,0,0,0,0,0,train
Roseau is a city in Dominica,1,0,1,0,0,0,0,0,train
Nassau is a city in British Virgin Islands,0,0,1,0,0,0,0,0,train
Uganda is a name of a city.,0,0,1,0,0,0,0,0,train
Seychelles is a name of a country.,1,0,1,0,0,0,0,0,train
Colombia is a name of a city.,0,0,1,0,0,0,0,0,train
Madrid is a name of a city.,1,0,1,0,0,0,0,0,train
Bangladesh is a name of a city.,0,0,1,0,0,0,0,0,train
Tallinn is a city in Pitcairn Islands,0,0,1,0,0,0,0,0,train
Niamey is a name of a country.,0,0,1,0,0,0,0,0,train
Mali is a name of a country.,1,0,1,0,0,0,0,0,train
Helsinki is a name of a city.,1,0,1,0,0,0,0,0,train
Kinshasa is a name of a country.,0,0,1,0,0,0,0,0,train
Puerto Rico is a name of a country.,1,0,1,0,0,0,0,0,train
Zimbabwe is a name of a country.,1,0,1,0,0,0,0,0,train
Valletta is a city in Malta,1,0,1,0,0,0,0,0,train
Edinburgh of the Seven Seas is a city in Tristan da Cunha,1,0,1,0,0,0,0,0,train
Singapore is a name of a city.,1,0,1,0,0,0,0,0,train
Moroni is a city in Comoros,1,0,1,0,0,0,0,0,train
Lebanon is a name of a country.,1,0,1,0,0,0,0,0,train
Iran is a name of a city.,0,0,1,0,0,0,0,0,train
Romania is a name of a country.,1,0,1,0,0,0,0,0,train
Paramaribo is a city in Tonga,0,0,1,0,0,0,0,0,train
Pretoria is a name of a country.,0,0,1,0,0,0,0,0,train
Yamoussoukro is a city in East Timor,0,0,1,0,0,0,0,0,train
Cayman Islands is a name of a city.,0,0,1,0,0,0,0,0,train
Paramaribo is a city in Guinea,0,0,1,0,0,0,0,0,train
Riga is a name of a city.,1,0,1,0,0,0,0,0,train
Episkopi Cantonment is a city in Solomon Islands,0,0,1,0,0,0,0,0,train
Manama is a city in Bahrain,1,0,1,0,0,0,0,0,train
Tehran is a name of a city.,1,0,1,0,0,0,0,0,train
British Virgin Islands is a name of a city.,0,0,1,0,0,0,0,0,train
Cayenne is a name of a city.,1,0,1,0,0,0,0,0,train
Sri Jayawardenepura Kotte is a name of a country.,0,0,1,0,0,0,0,0,train
United Arab Emirates is a name of a country.,1,0,1,0,0,0,0,0,train
Pitcairn Islands is a name of a city.,0,0,1,0,0,0,0,0,train
Addis Ababa is a city in Cambodia,0,0,1,0,0,0,0,0,train
Kyrgyzstan is a name of a city.,0,0,1,0,0,0,0,0,train
Dominica is a name of a city.,0,0,1,0,0,0,0,0,train
Andorra la Vella is a city in Liberia,0,0,1,0,0,0,0,0,train
Seoul is a name of a country.,0,0,1,0,0,0,0,0,train
Guatemala City is a city in Guatemala,1,0,1,0,0,0,0,0,train
Brunei is a name of a country.,1,0,1,0,0,0,0,0,train
Papeete is a city in Botswana,0,0,1,0,0,0,0,0,train
Bogotá is a city in Colombia,1,0,1,0,0,0,0,0,train
Avarua is a name of a country.,0,0,1,0,0,0,0,0,train
Managua is a name of a city.,1,0,1,0,0,0,0,0,train
Lisbon is a name of a city.,1,0,1,0,0,0,0,0,train
Nicosia is a name of a country.,0,0,1,0,0,0,0,0,train
Bogotá is a name of a city.,1,0,1,0,0,0,0,0,train
Macedonia is a name of a city.,0,0,1,0,0,0,0,0,train
Guatemala City is a name of a country.,0,0,1,0,0,0,0,0,train
United States is a name of a country.,1,0,1,0,0,0,0,0,train
Dominican Republic is a name of a country.,1,0,1,0,0,0,0,0,train
Abuja is a city in Nigeria,1,0,1,0,0,0,0,0,train
Croatia is a name of a country.,1,0,1,0,0,0,0,0,train
Chisinau is a city in Moldova,1,0,1,0,0,0,0,0,train
Apia is a name of a country.,0,0,1,0,0,0,0,0,train
Turkey is a name of a country.,1,0,1,0,0,0,0,0,train
Venezuela is a name of a city.,0,0,1,0,0,0,0,0,train
Castries is a city in Saint Lucia,1,0,1,0,0,0,0,0,train
Harare is a city in Falkland Islands,0,0,1,0,0,0,0,0,train
Madrid is a city in Spain,1,0,1,0,0,0,0,0,train
Mbabane is a city in Austria,0,0,1,0,0,0,0,0,train
Berlin is a city in Germany,1,0,1,0,0,0,0,0,train
Greece is a name of a country.,1,0,1,0,0,0,0,0,train
Dodoma is a name of a country.,0,0,1,0,0,0,0,0,train
Victoria is a name of a city.,1,0,1,0,0,0,0,0,train
Washington D.C. is a name of a country.,0,0,1,0,0,0,0,0,train
Aruba is a name of a city.,0,0,1,0,0,0,0,0,train
Liberia is a name of a city.,0,0,1,0,0,0,0,0,train
Kuala Lumpur is a name of a country.,0,0,1,0,0,0,0,0,train
Zagreb is a name of a city.,1,0,1,0,0,0,0,0,train
Transnistria is a name of a city.,0,0,1,0,0,0,0,0,train
Bahamas is a name of a country.,1,0,1,0,0,0,0,0,train
Saint Martin is a name of a city.,0,0,1,0,0,0,0,0,train
Vienna is a name of a city.,1,0,1,0,0,0,0,0,train
Canberra is a name of a city.,1,0,1,0,0,0,0,0,train
Nouakchott is a city in Mauritania,1,0,1,0,0,0,0,0,train
Dublin is a city in Ascension Island,0,0,1,0,0,0,0,0,train
Khartoum is a name of a country.,0,0,1,0,0,0,0,0,train
Saint Lucia is a name of a city.,0,0,1,0,0,0,0,0,train
Islamabad is a city in Pakistan,1,0,1,0,0,0,0,0,train
Reykjavík is a city in Iceland,1,0,1,0,0,0,0,0,train
Ecuador is a name of a city.,0,0,1,0,0,0,0,0,train
Hargeisa is a name of a country.,0,0,1,0,0,0,0,0,train
Saint Lucia is a name of a country.,1,0,1,0,0,0,0,0,train
Bangui is a name of a country.,0,0,1,0,0,0,0,0,train
Portugal is a name of a city.,0,0,1,0,0,0,0,0,train
Brazzaville is a name of a city.,1,0,1,0,0,0,0,0,train
Suva is a name of a country.,0,0,1,0,0,0,0,0,train
Wellington is a name of a city.,1,0,1,0,0,0,0,0,train
Saint Barthélemy is a name of a city.,0,0,1,0,0,0,0,0,train
Bishkek is a name of a country.,0,0,1,0,0,0,0,0,train
Damascus is a city in Syria,1,0,1,0,0,0,0,0,train
Belize is a name of a city.,0,0,1,0,0,0,0,0,train
Freetown is a city in Sierra Leone,1,0,1,0,0,0,0,0,train
Gibraltar is a name of a city.,0,0,1,0,0,0,0,0,train
South Korea is a name of a city.,0,0,1,0,0,0,0,0,train
Mauritius is a name of a city.,0,0,1,0,0,0,0,0,train
Addis Ababa is a city in Nauru,0,0,1,0,0,0,0,0,train
Kigali is a city in Northern Cyprus,0,0,1,0,0,0,0,0,train
Tajikistan is a name of a city.,0,0,1,0,0,0,0,0,train
Kabul is a city in Afghanistan,1,0,1,0,0,0,0,0,train
Sri Lanka is a name of a country.,1,0,1,0,0,0,0,0,train
Sukhumi is a city in Christmas Island,0,0,1,0,0,0,0,0,train
Port Louis is a city in Belarus,0,0,1,0,0,0,0,0,train
Easter Island is a name of a country.,1,0,1,0,0,0,0,0,train
Togo is a name of a city.,0,0,1,0,0,0,0,0,train
Mata-Utu is a name of a city.,1,0,1,0,0,0,0,0,train
Majuro is a name of a city.,1,0,1,0,0,0,0,0,train
Costa Rica is a name of a city.,0,0,1,0,0,0,0,0,train
Andorra la Vella is a name of a country.,0,0,1,0,0,0,0,0,train
Port-au-Prince is a city in Haiti,1,0,1,0,0,0,0,0,train
Ouagadougou is a city in Ireland,0,0,1,0,0,0,0,0,train
Jersey is a name of a city.,0,0,1,0,0,0,0,0,train
Jamaica is a name of a country.,1,0,1,0,0,0,0,0,train
Brussels is a name of a city.,1,0,1,0,0,0,0,0,train
Gibraltar is a name of a country.,0,0,1,0,0,0,0,0,train
Adamstown is a city in Northern Mariana Islands,0,0,1,0,0,0,0,0,train
Bamako is a name of a city.,1,0,1,0,0,0,0,0,train
Luanda is a city in Angola,1,0,1,0,0,0,0,0,train
Kenya is a name of a city.,0,0,1,0,0,0,0,0,train
Canberra is a city in Australia,1,0,1,0,0,0,0,0,train
Cyprus is a name of a country.,1,0,1,0,0,0,0,0,train
Jamestown is a city in Abkhazia,0,0,1,0,0,0,0,0,train
Gibraltar is a name of a country.,1,0,1,0,0,0,0,0,train
Kinshasa is a city in Democratic Republic of the Congo,1,0,1,0,0,0,0,0,train
Beirut is a city in Lebanon,1,0,1,0,0,0,0,0,train
Hagåtña is a city in Guam,1,0,1,0,0,0,0,0,train
Easter Island is a name of a city.,0,0,1,0,0,0,0,0,train
Pago Pago is a city in American Samoa,1,0,1,0,0,0,0,0,train
Gaborone is a name of a country.,0,0,1,0,0,0,0,0,train
Kampala is a city in Gabon,0,0,1,0,0,0,0,0,train
Kuwait is a name of a country.,1,0,1,0,0,0,0,0,train
Yaren is a city in Nauru,1,0,1,0,0,0,0,0,train
Banjul is a name of a country.,0,0,1,0,0,0,0,0,train
Willemstad is a city in Curaçao,1,0,1,0,0,0,0,0,train
Bosnia and Herzegovina is a name of a country.,1,0,1,0,0,0,0,0,train
 Vatican City is a name of a country.,1,0,1,0,0,0,0,0,train
San Marino is a city in Rwanda,0,0,1,0,0,0,0,0,train
Oslo is a city in Tunisia,0,0,1,0,0,0,0,0,train
Plymouth is a name of a city.,1,0,1,0,0,0,0,0,train
Ascension Island is a name of a city.,0,0,1,0,0,0,0,0,train
Damascus is a name of a city.,1,0,1,0,0,0,0,0,train
Bern is a name of a country.,0,0,1,0,0,0,0,0,train
Cairo is a name of a country.,0,0,1,0,0,0,0,0,train
St. Pierre is a name of a city.,1,0,1,0,0,0,0,0,train
Jakarta is a name of a city.,1,0,1,0,0,0,0,0,train
Maseru is a city in Guyana,0,0,1,0,0,0,0,0,train
Athens is a city in Greece,1,0,1,0,0,0,0,0,train
Guatemala City is a name of a city.,1,0,1,0,0,0,0,0,train
Sana'a is a city in Somaliland,0,0,1,0,0,0,0,0,train
Niamey is a name of a city.,1,0,1,0,0,0,0,0,train
Trinidad and Tobago is a name of a city.,0,0,1,0,0,0,0,0,train
San Salvador is a name of a country.,0,0,1,0,0,0,0,0,train
Edinburgh of the Seven Seas is a city in South Korea,0,0,1,0,0,0,0,0,train
Addis Ababa is a name of a city.,1,0,1,0,0,0,0,0,train
Baku is a city in Azerbaijan,1,0,1,0,0,0,0,0,train
Isle of Man is a name of a country.,1,0,1,0,0,0,0,0,train
Nouakchott is a name of a city.,1,0,1,0,0,0,0,0,train
Thimphu is a name of a country.,0,0,1,0,0,0,0,0,train
Grytviken is a city in Sierra Leone,0,0,1,0,0,0,0,0,train
Nicosia is a city in Cyprus,1,0,1,0,0,0,0,0,train
French Polynesia is a name of a country.,1,0,1,0,0,0,0,0,train
Sana'a is a name of a country.,0,0,1,0,0,0,0,0,train
Turks and Caicos Islands is a name of a city.,0,0,1,0,0,0,0,0,train
Bogotá is a name of a country.,0,0,1,0,0,0,0,0,train
Ouagadougou is a name of a city.,1,0,1,0,0,0,0,0,train
Phnom Penh is a city in United States,0,0,1,0,0,0,0,0,train
Podgorica is a city in Montenegro,1,0,1,0,0,0,0,0,train
Zambia is a name of a city.,0,0,1,0,0,0,0,0,train
Gustavia is a city in Saint Barthélemy,1,0,1,0,0,0,0,0,train
Netherlands is a name of a city.,0,0,1,0,0,0,0,0,train
Syria is a name of a city.,0,0,1,0,0,0,0,0,train
Kathmandu is a city in Taiwan,0,0,1,0,0,0,0,0,train
Papeete is a name of a country.,0,0,1,0,0,0,0,0,train
Nicosia is a city in Northern Cyprus,1,0,1,0,0,0,0,0,train
Muscat is a city in Oman,1,0,1,0,0,0,0,0,train
Haiti is a name of a city.,0,0,1,0,0,0,0,0,train
Monaco is a name of a country.,1,0,1,0,0,0,0,0,train
Tonga is a name of a country.,1,0,1,0,0,0,0,0,train
Papeete is a city in French Polynesia,1,0,1,0,0,0,0,0,train
Ukraine is a name of a city.,0,0,1,0,0,0,0,0,train
Berlin is a name of a city.,1,0,1,0,0,0,0,0,train
Lithuania is a name of a country.,1,0,1,0,0,0,0,0,train
Peru is a name of a country.,1,0,1,0,0,0,0,0,train
Belmopan is a name of a country.,0,0,1,0,0,0,0,0,train
Cockburn Town is a name of a city.,1,0,1,0,0,0,0,0,train
Cocos Islands is a name of a city.,0,0,1,0,0,0,0,0,train
London is a name of a city.,1,0,1,0,0,0,0,0,train
Rome is a city in Malaysia,0,0,1,0,0,0,0,0,train
Doha is a city in Czech Republic,0,0,1,0,0,0,0,0,train
Amsterdam is a city in Saint Vincent and the Grenadines,0,0,1,0,0,0,0,0,train
Saint Barthélemy is a name of a country.,1,0,1,0,0,0,0,0,train
Sucre is a city in Uzbekistan,0,0,1,0,0,0,0,0,train
Basseterre is a name of a city.,1,0,1,0,0,0,0,0,train
Bissau is a name of a city.,1,0,1,0,0,0,0,0,train
Nairobi is a name of a country.,0,0,1,0,0,0,0,0,train
Baku is a name of a country.,0,0,1,0,0,0,0,0,train
San Marino is a name of a country.,0,0,1,0,0,0,0,0,train
Paramaribo is a city in Suriname,1,0,1,0,0,0,0,0,train
France is a name of a city.,0,0,1,0,0,0,0,0,train
Tbilisi is a name of a city.,1,0,1,0,0,0,0,0,train
Khartoum is a name of a city.,1,0,1,0,0,0,0,0,train
Vienna is a name of a country.,0,0,1,0,0,0,0,0,train
Kinshasa is a city in South Ossetia,0,0,1,0,0,0,0,0,train
Cameroon is a name of a country.,1,0,1,0,0,0,0,0,train
Edinburgh of the Seven Seas is a name of a country.,0,0,1,0,0,0,0,0,train
Dhaka is a name of a country.,0,0,1,0,0,0,0,0,train
Nouméa is a name of a country.,0,0,1,0,0,0,0,0,train
Burundi is a name of a city.,0,0,1,0,0,0,0,0,train
Kathmandu is a name of a city.,1,0,1,0,0,0,0,0,train
Rome is a name of a city.,1,0,1,0,0,0,0,0,train
Ankara is a city in Turkey,1,0,1,0,0,0,0,0,train
Buenos Aires is a name of a country.,0,0,1,0,0,0,0,0,train
Greenland is a name of a city.,0,0,1,0,0,0,0,0,train
Hanoi is a city in Grenada,0,0,1,0,0,0,0,0,train
Vanuatu is a name of a country.,1,0,1,0,0,0,0,0,train
Bolivia is a name of a country.,1,0,1,0,0,0,0,0,train
Tskhinvali is a city in Pakistan,0,0,1,0,0,0,0,0,train
Northern Mariana Islands is a name of a city.,0,0,1,0,0,0,0,0,train
Jordan is a name of a city.,0,0,1,0,0,0,0,0,train
Rome is a city in Netherlands,0,0,1,0,0,0,0,0,train
Doha is a city in Comoros,0,0,1,0,0,0,0,0,train
Netherlands is a name of a country.,1,0,1,0,0,0,0,0,train
Kiev is a city in Kiribati,0,0,1,0,0,0,0,0,train
Dushanbe is a city in Tajikistan,1,0,1,0,0,0,0,0,train
Suva is a name of a city.,1,0,1,0,0,0,0,0,train
Ankara is a name of a city.,1,0,1,0,0,0,0,0,train
Antananarivo is a city in Denmark,0,0,1,0,0,0,0,0,train
Bridgetown is a name of a city.,1,0,1,0,0,0,0,0,train
Addis Ababa is a city in Ethiopia,1,0,1,0,0,0,0,0,train
Moroni is a name of a city.,1,0,1,0,0,0,0,0,train
Baku is a city in Burkina Faso,0,0,1,0,0,0,0,0,train
Sahrawi Arab Democratic Republic  is a name of a city.,0,0,1,0,0,0,0,0,train
Hagåtña is a name of a city.,1,0,1,0,0,0,0,0,train
Chisinau is a city in Egypt,0,0,1,0,0,0,0,0,train
Mexico City is a name of a city.,1,0,1,0,0,0,0,0,train
Czech Republic is a name of a city.,0,0,1,0,0,0,0,0,train
Turkmenistan is a name of a city.,0,0,1,0,0,0,0,0,train
Democratic Republic of the Congo is a name of a country.,1,0,1,0,0,0,0,0,train
Baku is a city in Paraguay,0,0,1,0,0,0,0,0,train
Peru is a name of a city.,0,0,1,0,0,0,0,0,train
Cayenne is a name of a country.,0,0,1,0,0,0,0,0,train
Akrotiri and Dhekelia is a name of a city.,0,0,1,0,0,0,0,0,train
Asunción is a city in Paraguay,1,0,1,0,0,0,0,0,train
Guinea is a name of a country.,1,0,1,0,0,0,0,0,train
Tallinn is a city in Somalia,0,0,1,0,0,0,0,0,train
Georgetown is a name of a city.,1,0,1,0,0,0,0,0,train
Monrovia is a city in Bosnia and Herzegovina,0,0,1,0,0,0,0,0,train
Tegucigalpa is a city in Honduras,1,0,1,0,0,0,0,0,train
Port Moresby is a city in Togo,0,0,1,0,0,0,0,0,train
Muscat is a name of a city.,1,0,1,0,0,0,0,0,train
Bosnia and Herzegovina is a name of a city.,0,0,1,0,0,0,0,0,train
Namibia is a name of a city.,0,0,1,0,0,0,0,0,train
Yaoundé is a name of a country.,0,0,1,0,0,0,0,0,train
Kingston is a city in Singapore,0,0,1,0,0,0,0,0,train
Bangkok is a name of a city.,1,0,1,0,0,0,0,0,train
Dominican Republic is a name of a city.,0,0,1,0,0,0,0,0,train
Georgetown is a name of a country.,0,0,1,0,0,0,0,0,train
Bahamas is a name of a city.,0,0,1,0,0,0,0,0,train
Managua is a city in Portugal,0,0,1,0,0,0,0,0,train
São Tomé and Príncipe is a name of a city.,0,0,1,0,0,0,0,0,train
Sahrawi Arab Democratic Republic  is a name of a country.,1,0,1,0,0,0,0,0,train
French Guiana is a name of a city.,0,0,1,0,0,0,0,0,train
Oranjestad is a city in Ghana,0,0,1,0,0,0,0,0,train
Yemen is a name of a city.,0,0,1,0,0,0,0,0,train
Finland is a name of a country.,1,0,1,0,0,0,0,0,train
San Juan is a name of a country.,0,0,1,0,0,0,0,0,train
West Island is a name of a city.,1,0,1,0,0,0,0,0,train
Canada is a name of a city.,0,0,1,0,0,0,0,0,train
India is a name of a city.,0,0,1,0,0,0,0,0,train
Malé is a city in Maldives,1,0,1,0,0,0,0,0,train
Tajikistan is a name of a country.,1,0,1,0,0,0,0,0,train
Tripoli is a name of a city.,1,0,1,0,0,0,0,0,train
Thermo Fisher Scientific engages in the manufacture and sale of semiconductor products..,0,0,0,1,0,0,0,0,train
"Anheuser-Busch InBev engages in the exploration, production, refining, marketing and distribution of oil..",0,0,0,1,0,0,0,0,train
Meta Platforms has headquarters in United States.,1,0,0,1,0,0,0,0,train
Japan Post Holdings operates in the industry of Drugs & Biotechnology.,0,0,0,1,0,0,0,0,train
"Merck & Co. engages in the provision of health solutions through its prescription medicines, vaccines, biologic therapies, animal health, and consumer care products..",1,0,0,1,0,0,0,0,train
Morgan Stanley has headquarters in United States.,1,0,0,1,0,0,0,0,train
Generali Group has headquarters in Switzerland.,0,0,0,1,0,0,0,0,train
Poly Developments & Holdings Group has headquarters in China.,1,0,0,1,0,0,0,0,train
Sumitomo Mitsui Financial has headquarters in China.,0,0,0,1,0,0,0,0,train
National Australia Bank operates in the industry of banking.,1,0,0,1,0,0,0,0,train
PepsiCo has headquarters in United States.,1,0,0,1,0,0,0,0,train
Bayerische Motoren Werke (BMW) engages in the manufacture and sale of automobiles and motorcycles..,1,0,0,1,0,0,0,0,train
BASF engages in the provision of chemical products..,1,0,0,1,0,0,0,0,train
KDDI operates in the industry of Materials.,0,0,0,1,0,0,0,0,train
Lowe's engages in the provision of telecommunication services..,0,0,0,1,0,0,0,0,train
KDDI has headquarters in India.,0,0,0,1,0,0,0,0,train
"BHP Group engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper..",1,0,0,1,0,0,0,0,train
Charter Communications operates in the industry of Oil & Gas Operations.,0,0,0,1,0,0,0,0,train
Novartis operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
Manulife has headquarters in Canada.,1,0,0,1,0,0,0,0,train
Telefonica has headquarters in Spain.,1,0,0,1,0,0,0,0,train
Sberbank has headquarters in Russia.,1,0,0,1,0,0,0,0,train
ConocoPhillips has headquarters in United States.,1,0,0,1,0,0,0,0,train
"CITIC engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries.",0,0,0,1,0,0,0,0,train
